video_id,title,title_len,desc_len,tags_count,published_hour,published_dayofweek,categoryId,duration_seconds,views,likes,comments
HCUJGZ-n_TY,"trabajé en cruceros 9 años, me ascendieron, y renuncié.",55,687,0,20,2,22,1483,110762,9591,1179
nsfcPd_wiiE,mi vida no siempre es instagrameable...,39,1123,14,17,3,22,1031,13060,788,28
stj18Up_6oM,❤️ACLARO LO DE MI HIJA Y PREGUNTAS QUE SE REPITEN‼️VUELVO RENOVADA PARA LA NUEVA TEMPORADA🍂🍄‍🟫,94,391,33,14,6,24,1241,16128,2247,170
PFJvNIYBa64,Mi compra mensual 🍎y cocina conmigo | Monica Vizuete,52,1900,14,13,6,24,1716,17464,3626,740
bfUkhf5bSjU,LO VOY a PASAR muy MAL... | PREPARANDO la BOLSA para las PRÁCTICAS |  haul SHEIN OTOÑO,86,1216,0,14,6,22,1445,16746,2107,141
eUF87UNMIEA,SHANGHAI NO ES PARA NOSOTROS | Jabiertzo,40,963,32,15,6,22,1529,118794,9660,418
6_VLSF1y4ZY,Final del verano y una semana en la playa,41,222,0,15,0,22,1514,75918,2801,185
CIlxlvW1nxY,自宅出産をしたのだが、何故か泣かない赤ちゃんを義母が逆さに持ち…【感動】,36,0,11,12,2,26,52,6264944,131404,1023
A_7LCSIl064,燃堂は顔を除けばいろいろといい子です #anime #斉木楠雄のψ難 #saikikusuo #shorts,54,0,0,8,1,22,60,6086195,121211,411
Pnsa0hM0tv0,🤣【スカッと迷言集】不登校になった私を助けてくれた弟【2ch風創作】,34,0,0,3,6,24,59,7863376,187281,206
b0VkHvlO8Xw,「あんた…ズボンを履いとくれ」#映画シティーハンター #シティーハンター #CITYHUNTER #鈴木亮平 #冴羽獠,59,523,0,23,4,1,61,11360158,135404,1083
3WyyWg8s8cA,誰彼かまわず因縁をつけてはいけない理由,19,373,0,23,0,22,60,5014506,60467,312
6O5WmfyhHC0,泰造が天才だと分かる瞬間w#プチ知識 #面白集 #面白い #shorts,36,0,0,7,2,22,59,3869877,35905,194
wz8VNa4E52I,アニメのコンプライアンスチェックが面白すぎるw ② #月曜から夜ふかし #マツコ #神回,44,0,0,10,1,20,60,5182956,109691,614
3HxfCOwF06E,彼は狂った技を使った 🤯 #アニメ,17,0,0,20,0,22,39,5105595,79298,682
7QTZ5u04x4g,大手法律事務所に就職した70歳女性の正体,20,47,0,8,4,22,126,10757333,200453,1208
i2A84D-ip6A,衝突に愛を込めて　#tiktok #tiktokvideo #youtube #shorts #youtubeshorts #おすすめ #おもしろ #面白い #アニメ #作画 #すごい #草,95,0,0,10,1,22,33,4496560,97341,1260
O-3yjxZJItY,彼は彼女が一人だと思っていた 🤯 #アニメ,21,0,0,22,5,1,37,7252394,122325,370
ekzym32d4ls,医師は彼女の子供を救ったが、彼女は彼を訴えるつもりだ#clips #highlights,44,0,0,8,1,22,60,3722684,56418,399
6Ks6Mq9gVe0,どんな薬が人を中毒にさせるというのか？？,20,202,0,10,2,22,49,2845956,32249,195
b8JLBq7MSAQ,闇を潜り抜けて #ヤクザと家族 #映画 #movie #shorts,34,34,0,11,6,1,55,5119313,45590,171
xjaM8IBMDBM,【クレしん】かくれんぼ上手なしんちゃん#shorts,27,31,0,9,4,1,59,1964052,34851,85
E5NMJJzgLxo,【神回】地元の子供しか知らんw この遊具、どうやって遊ぶの？  #月曜から夜ふかし #夜更かし #切り抜き #爆笑 #爆笑シーン #お笑い #shorts,77,0,0,13,1,22,58,15172322,264890,2401
s4S9U5LK2dM,義勇以外の柱だった場合のねずこが生き残れる確率8選！#shorts #鬼滅の刃 #きめつのやいば,48,0,0,8,2,22,43,3004216,54233,358
cqXI3fcRCIE,おじいちゃんと外祖父の戦い#music #クレヨンしんちゃん #コントチャンネル #コント #アニメ #面白い #funny #animation,73,13,0,7,1,22,56,3599778,61460,124
8OTLCgnVKFA,「職場の駆け引きにおける名場面、皆さんは自身の潔白を証明してください。」,36,153,0,11,1,22,60,3200556,33563,233
_osirWLu-Gk,お菓子を食べると歯がない世界に！？→何を言ってるのかわからず...,33,0,0,9,0,24,60,4619007,102161,136
0ns2xH_12wM,【アニメ】信じられない量のピザポテトが届いた話 #ゆるかい #犬養 #日常,37,23,11,10,2,24,38,2711568,73934,440
PpwxgzCkxzM,「科学の希望、静かに息絶えたべガパンク」#ワンピース #onepiece #ワンピース面白いシーン #ワンピース感動シーン #ワンピース最新話,71,0,0,9,3,22,37,1886255,29898,392
CK_OM2oIIBE,【ネタ】反抗期が強すぎて草【爆笑】,17,163,0,9,3,20,14,2325502,35330,310
Xo7Ew5yapD8,昼時は戦場の食堂,8,64,0,9,4,23,11,1539899,39304,228
Z08F-ofQ7_M,高校生活での笑い死ぬ瞬間www    #青春 #高校生,27,0,0,4,2,23,48,2510508,33297,94
kOosVIMpSOg,ランボーが100対1で勝つ方法,15,60,0,10,2,22,74,2083125,38093,255
vcHueOsLSRw,彼は本来、わずか6000万だけで済んだはずだ。#アウトレイジ,30,254,0,9,6,22,60,4503639,22501,154
Yb3W-ZBsYbQ,Avengers: Endgame#shorts,24,0,0,2,2,22,55,2397614,47045,220
uBIp2-IkfzE,童磨の映画写真を描いてみた#イラスト #anime #鬼滅の刃 #art #procreate #童磨,51,0,0,4,2,22,30,2924208,72783,433
nbaJCDoe2mA,【2ch 感動】ボロボロのお守り#2ch,20,0,0,9,3,22,60,1514374,29735,208
YddWEjsBNkc,世界最速 バイク 加速,11,0,0,8,0,24,38,2356468,14483,143
8R6F20ChAN4,立体駐車場で無人のウルスが事故られて500万の修理代に #りっきー社長 #ランボルギーニ,44,0,0,12,2,22,61,1215695,2592,203
TUK137dVE-8,Conflit fou : un conducteur descend de sa voiture face à un bus ! #roadrage,75,0,0,16,4,19,54,88783064,1371173,16159
SSyUwn5aynU,買わない方がいい！？絶望的に運転の疲れる車5選 #車好き #ドライブ #高級車 #車 #疲れる #トヨタ,52,13,0,9,5,2,60,2292080,4304,173
OURz8cM54rg,パンクしても走り続ける？驚異の自己修復タイヤ！,23,58,4,1,6,27,55,1582976,11721,406
53BN0ItKhLE,アウディR8 対 ランボルギーニ・ウルス @unemployedexotics,39,94,0,11,0,22,43,850896,7624,234
OxHBAsXRKMA,セーフティカーでドリフトするレベチなF1 #shorts,28,31,0,13,2,24,15,2702275,21865,180
g1Jv0QniP-U,Motorcycle Gang Teaches a Spoiled Couple Some Respect #kindness #gratitude #humanity,84,0,10,15,1,15,32,71912444,683620,5593
PQznauEL0JA,エンジントラブル,8,0,0,23,2,22,58,2290979,56276,106
H0LlIz66tnM,R35の心臓と脳を移植したR32,16,561,5,12,6,2,61,789981,10469,329
i58zUOrvIKk,㊗️100万再生！！クラウンがパトカーとして採用されるワケ#クラウン#パトカー#車の雑学,44,0,0,8,4,22,61,1254070,4127,176
zm4nJOVAtR0,Cute Rider's beside you🤭 #viral #funny #motovlog #trending #top #motorcycle #bike #bikelover #shorts,100,0,0,16,3,22,19,3041761,26362,135
QTrDhripD4A,㊗️300万再生！トヨタの最高級車を韓国がパクリだと騒いだ末路に世界が絶句した理由,41,152,0,8,6,22,59,3310679,27970,1372
_hmO7P7ivKw,【ハイエースって...】#ハイエース #ハイエースカスタム #hiace #toyota #ワンボックス #カスタム #車好き #車中泊 #車好きと繋がりたい #愛車紹介,85,0,0,8,2,2,30,1490122,2242,57
9l6HlZpuuLs,車好きな私と一緒にいると、こうなる！  #ジムニー #車 #jimny #カスタムカー,43,0,0,10,3,22,61,413691,6770,472
5g0ERJOOBJ8,【超スカッと】煽ってきた残クレアルファードまさかのプリウスミサイルで成敗🤣🤣🤣#shorts,46,382,50,7,1,20,36,7245088,14795,271
kHbvRhau6i8,初見では分からないジムニーの仕様　#shorts,24,582,12,10,2,2,59,1330351,4036,72
kaRCS-OusIU,キャブ車に乗る彼女ってあり？なし？#フェアレディz #s30z #いいね #日常 #往年の名車 #車好き #クラシックカー #悪魔の姉妹,68,0,0,12,4,2,48,755031,4414,129
f_aoyw3_Ob4,Where do you put your wheel nuts!? #shorts,42,0,0,14,0,2,10,1687445,15786,79
pcnWncCY0Q8,High endAtmosphereUpscale #CarDoorAnticollision Strip Recommended 😱😱🚘,69,580,1,9,5,22,10,11190851,18997,85
10Cu81W-t0E,Absolute idiot drives away with boot on his wheel,49,0,0,5,5,22,21,16846741,149787,8587
uP9YHoNOTCo,努力は報われるか？愛知県警・女性白バイ隊員 The amazing riding skills of Japanese female police motorcycle officers,93,30,11,11,6,2,62,2717061,11556,424
DsH6IGcEzAI,AT車の間違った知識,10,170,22,10,1,2,65,245178,2011,108
yy-3Ymj_EQ0,Truck Big Hole Tyre crossing #automobile #dieselengine #dieselpower #mechanic #truck #offroad #4x4,98,0,0,1,2,2,19,24001874,414604,741
X4JjwkAHpX8,ボロ型落ち外車が1850万円で落札された理由,22,166,11,12,2,2,39,311812,2716,88
NHtRcXepwYU,嫌な事件だったね #shorts #トヨタ #ホンダ #日産,30,0,15,11,3,22,20,217170,2800,172
Ed6fVWzCVcc,車を真っ二つに切った男の挑戦,14,186,0,2,4,10,48,3130791,0,379
zHPqqFW71Eo,師匠が試乗辞退…1580ccでもついていけない昭和の爆速250ccの世界【まさかの大物俳優・西村和彦さん出演】,55,2399,15,8,4,24,1812,584312,7331,512
fm13rKvlT9A,Forest Harvester: built to handle the toughest logging jobs,59,593,0,5,1,25,11,7814390,31926,239
JKPzBg3WL6A,R33 GT-R Wagon Build,20,136,0,15,3,2,39,846119,5301,205
H56XUMPWUVY,HANA / BAD LOVE -Music Video-,29,4267,16,9,0,10,243,5414478,179336,11277
C-CYwNz3z8w,DECO*27 - モニタリング (Best Friend Remix) feat. 初音ミク,47,1443,0,10,4,10,183,9884578,561161,16699
UJgPpzZcxGU,Fujii Kaze - Prema [Official video],35,3061,0,4,4,10,274,4057448,133663,7837
tNrNzF6xVN8,Snow Man 'カリスマックス' Dance Practice,33,1245,20,8,0,10,196,6418788,175110,15808
_cf4UTe1qrY,＝LOVE（イコールラブ）/ 19th Single『ラブソングに襲われる』【MV full】,47,4013,34,9,5,10,227,3112992,66523,7133
Jjojd47bu-s,Mrs. GREEN APPLE presents『CEREMONY』 [Mrs. GREEN APPLE / ケセラセラ],62,812,0,8,1,10,308,978153,40081,1111
4mPtFbzszCk,【MV】CUTIE STREET『かわいいさがしてくれますか？』,32,4898,16,12,5,24,211,1340806,40330,4190
5oQVTnq-UKk,aespa 에스파 'Rich Man' MV,23,539,16,4,4,10,210,28672662,771132,29462
gZNQs3jA7aE,TREASURE - ‘PARADISE’ M/V,25,1476,54,9,0,24,184,48445829,292432,119175
XMKwc6RiAn8,RIP SLYME - One / THE FIRST TAKE,32,2811,14,13,2,10,327,1507659,39038,3599
PRAKebEIdac,SO BAD,6,282,3,15,3,10,240,1022863,22833,1106
cf2krp4Gl9E,Casket Girl,11,476,6,4,4,10,246,820165,16177,357
wQQtS4vr5mY,B級／covered by 戌亥とこ,18,388,18,12,1,10,198,663626,47834,594
SXDGRnNuiIc,Aぇ! group -「常夜灯」from「Aぇ! group LIVE TOUR 2025 D.N.A」2025.3.26 横浜アリーナ公演,70,1573,21,13,6,24,239,527530,29067,5459
O7-0WvsNFiA,I Need U Back,13,410,6,4,4,10,187,651453,11873,364
XLD6CBji5kY,初星学園 「ナイワ」Lyric Video (HATSUBOSHI GAKUEN - NAIWA),49,1232,8,13,2,10,187,433626,22224,1019
pbZ6Rn0qUfA,SKY-HI / At The Last -from THE LAST PIECE-,42,1922,64,10,6,10,224,550689,23762,1080
DdP0CsOuI2E,miwa『ヒカリヘ』×ドラマ『リッチマン、プアウーマン』Special Music Video,47,1345,11,12,0,10,295,556220,15890,566
078bfJD5TSw,HANA / Tiger -1st FANMEETING『HANA with HONEYs』 Live Performance-,64,622,19,8,3,10,293,2581484,92659,4458
Mqiq05tK9pE,BE:FIRST / Secret Garden -from THE LAST PIECE-,46,2046,52,13,0,10,224,1166994,43077,1882
yDn-kWG4_NI,GReeeeN（GRe4N BOYZ）/「愛唄」,24,1370,19,11,4,10,238,1079316,10349,381
Ep2YT4w26u8,ZOCX 戦慄かなの『moreきゅん奴隷』Music Video,32,414,24,9,1,10,220,336557,36908,1071
lGIsXwJWBjQ,シビルアイ,5,215,4,10,2,10,179,284541,14418,0
PBbiXhdUapM,King & Prince LIVE TOUR 24-25 ～Re:ERA～ in DOME Digest,53,1930,19,11,4,24,322,271639,24842,2229
cr5FkeMj8kU,【主題歌MV】 映画『国宝』｜主題歌「Luminance」原摩利彦 feat. 井口 理（King Gnu）,54,948,32,3,5,10,279,4017488,49315,1282
ZkyFOuvLwT8,【MV】Creepy Nuts - ちゅだい,22,3177,19,13,4,10,103,240886,21226,1036
tl2luF-JRlU,CHAEYOUNG “SHOOT (Firecracker)” M/V,35,709,8,3,4,10,182,1116073,199172,21930
HnYtDIW7elY,ZEROBASEONE (제로베이스원) 'ICONIK' MV,32,272,27,9,0,10,194,50958166,187712,27906
kBZbpvprHwc,ピーナッツくん - Stop Motion feat. 魔界ノりりむ (Official Music Video),57,1055,9,12,6,23,210,1263538,63087,1640
RME5gMjcmug,SixTONES – Stargaze -Making×Lyric Video-,40,1442,15,13,3,10,243,218046,28419,1829
fltshMuCCjQ,自分に代打が出されたことに困惑する大谷が面白すぎる!! #野球 #メジャーリーグ,43,0,0,9,0,22,20,11339659,105684,408
WjAROOvF7pA,ボールさえ上手く蹴ると8億5千万円,17,2,0,2,2,22,27,5004807,45417,647
jYslBJVO1x4,勝てそうなった瞬間ズルするw,14,0,0,9,0,22,14,6427307,66418,631
0blkQr6pTkM,大谷がファンを奪う方法,11,0,0,1,4,1,60,2201953,54203,429
7H4Jrqqoo_M,スピード、ボグバにサッカーでコテンパンにされ激怒！？圧倒的な実力差！！,35,76,14,3,3,24,44,2588317,54700,352
snHL_CRp7jI,想像もつかない距離から全員を欺いたロナウジーニョのフリーキック!!!,34,0,0,11,3,17,27,2106865,11744,96
IRc_e9LUt0A,大谷、打撃妨害のせいでホームラン1本失ってしまう【ドジャース大谷翔平】 #野球,39,265,9,6,3,17,20,2182963,6171,181
#NAME?,【爆笑】頼むから普通にサッカーしてくれｗｗ【面白い】,26,161,0,10,4,20,18,9723889,86137,2537
z6MIHw7CRLE,二度とない奇跡的なシーン,12,0,0,5,4,22,22,2147918,60438,908
qvneihJOEDs,大炎上した選手の疑惑を晴らしたカメラ映像,20,0,0,12,5,24,24,6044330,72132,863
ei2fHecG6A8,チャンピオンを見抜けなかった町のコーチの末路,22,2,0,2,1,23,29,3323622,35439,468
aKXYA-V84PM,スピンショットの極意　#shorts,18,16,5,9,0,24,33,3842721,49499,183
9vPTnKzgoGE,野球の少し難しいルールによって1点を奪う #プロ野球 #野球,30,0,0,7,6,27,59,4581900,19148,1138
ecj6KaKNYa8,吉田沙保里の魅力が半端ない＃レスリング＃バラエティ,25,0,0,10,3,22,40,10831605,162348,2460
1absKTVMctE,バッティングセンター令和版!!#陣内智則 #ネタジン #バッティングセンター#shorts,45,332,5,10,0,24,60,3999855,36772,96
QeGbFkYRQWA,Wada Sato 🇯🇵🏐 น่ารักจริง #volleyball #วอลเลย์บอล #volleyballworld #japanvolleyball #วอลเลย์บอลหญิง,98,0,0,6,4,22,10,9582467,29263,236
5CNvUDon9NM,少年野球 ベンチクリア？,12,36,0,8,2,17,39,2216908,17716,328
AiIZ_NWNe8U,あまりにも痛いプレー #shorts,18,27,0,9,3,24,14,1840543,31123,468
OtrlK5CbZyQ,久保建英にいじられる前田大然 #サッカー,20,0,0,13,1,17,15,2541028,19057,375
f92z7jXv43M,二回も誤審をされたのに打ち破ってしまう大谷さん,23,0,0,11,4,22,27,4736395,32664,1220
YFTo3QjawMk,「同期に突き放された」牧原大成に関する雑学　#プロ野球 #福岡ソフトバンクホークス #北海道日本ハムファイターズ,56,56,0,11,2,22,59,1709088,29803,246
XsjvCTkZjp8,フォアボールで歩いて二塁まで行ったバッター,21,2,0,2,2,1,30,1691171,9379,103
eVQHiFKHvOM,「もうコイツと組みたくないね」ダルビッシュ、ブチギレコメントを残す,33,200,2,8,3,17,43,1319952,18394,21
IFeydj5PSyk,【伝説】タイガース女子の剛速球がエグすぎる！ #始球式 #野球女子 #阪神タイガース,42,608,7,12,2,17,19,1422643,4953,40
treBAX3m_pY,エラー連発のラッシングに急変する大谷に海外ファンが怯える,28,44,7,21,6,17,61,3129944,30876,697
7uj1wLEs4zI,ゴール前でボール遊びをしたGKの末路 #サッカー,28,0,0,9,2,22,20,1244832,1582,21
Sw3qOVdg2SA,MLB史上最高のバットフリップ,15,2,0,6,1,1,40,1936515,19977,121
me9ozQbYzJs,内側走った！判定めぐりアメリカ監督ブチギレ退場…  侍ジャパン　高校日本代表vsアメリカ　　#高校野球 #侍ジャパン #wbsc #誤審   #日本代表 #甲子園,81,0,0,14,3,17,14,1146385,1847,264
5RJWTmk1pNE,『こんなん一回戦負けと同じじゃん』イチローが珍しく苦言を呈した理由は…#イチロー,40,0,0,9,2,22,59,1431955,5855,179
dqfMfCg7sGg,【八村塁】富と名声を得て幸せになった？#成田悠輔  #八村塁 #NBA #レイカーズ  #バスケットボール #バスケ #日本 #アメリカ #BLACKSAMURAI,82,255,3,3,3,25,52,1421709,9790,268
B4ZOlKAGdx4,Nintendo Direct 2025.9.12,25,360,15,14,4,24,3970,6997359,124712,0
S5l8r8AtUVo,【1/8192】100万人耐久配信【にじさんじ/グウェル・オス・ガール】,36,206,16,18,4,20,19516,814144,49976,948
8WCEhUhyEJA,チートを使ってブレインロットを盗むロブロックス (Roblox),32,133,24,7,5,20,797,159235,3430,428
Cvly9we24xU,最強のブレインロッドが仲間になったマインクラフト2【 マイクラ / マインクラフト 】,43,888,7,2,5,20,1224,163316,1345,45
22oUOztp-88,【公式】『Pokémon LEGENDS Z-A』Final Trailer,38,708,23,14,4,20,190,1022123,0,2111
YOTDz4m5aJk,【パチスロ生配信】神奈川県アビバ関内店で東京卍リベンジャーズ！今日はまずは万枚から！PACHINKO SLOT生放送パチンコパチスロ実戦！9/13,73,817,0,5,5,24,17836,312462,2563,2
qJtgDHe6apc,【#2】ナルティメットストーム３するしゅばあああああああああああああああああああああ！！！！！【※ネタバレあり】,56,1675,45,7,5,20,13182,269561,8500,144
cA9GcVHzwV8,『崩壊：スターレイル』Ver.3.6「長き夜に再び大地へ」予告番組,33,309,0,12,4,24,2374,479924,16549,335
JllWjYkUhZA,100億円マインクラフトに課金して最強のワールド作ってみた！【コント】,35,600,6,1,5,23,543,83366,2400,101
muU4Z-mgRjo,【 ELDEN RING NIGHTREIGN 】高難易度モード「深き夜」深度３～！！王覇山、はじめての夜渡り。（ 集え、夜を渡る者たちよ。 ）【 にじさんじ┊︎葉山舞鈴 】,87,3622,75,5,5,20,42901,187936,1814,3
ZW1kAFuMX_I,#49 博物館のお宝をコンプリートしたらとんでもないことが起きた！💎👑【 Wobbly Life / ウォブリーライフ 】,61,1873,6,1,5,20,3691,150295,3317,244
cIGPU7blKaI,バルセロナのポーカー世界大会で1億勝ちプロギャンブラーが優勝7000万円のトナメで覚醒…この男、今年は何か違う…！！？【EPTバルセロナ 2025 #2】,77,1330,20,11,4,24,1237,464880,5030,328
ZePr6KJfpQY,【生放送】東京リベンジャーズ、ぶんまわす！,21,73,0,6,5,24,19635,195457,1025,0
DOjCVPCJvWQ,「Nintendo Direct 2025.9.12」を見る加藤純一【2025/09/12】,46,1949,6,6,5,24,2637,90131,1234,775
L_B_wM7x21Y,"UFA2025の""国別対抗5on5""に日本代表として出場し、アメリカ代表との激闘を制し優勝するチームJAPAN【ウメハラ/もけ/ひぐち/こばやん】【立川/CR/スト6】",84,1383,13,4,5,20,2256,147808,3956,280
v_oUgesbkN8,【ポケ勢歓喜】ニンテンドーダイレクトでヤバい発表きたんだけどwwwwwwww,38,1050,0,18,4,20,1546,239598,3961,394
mcDOsC2twxE,【悲報】メンバーがAIになっても誰にも気づかれませんでした。【マイクラ】,36,1293,13,9,4,20,1567,388478,14110,505
VTTfUC4MUZs,速報！ドラゴンクエストVII Reimagined,25,841,4,14,4,20,211,289374,0,0
CgLJPsoKo-M,【LTK 2-2-1】2時か3時か4時か5時に終わる 【カスタム　2】,35,3299,20,20,4,20,18697,253740,3623,14
BdryfsRoqVQ,【Among Us#292】目の前で食事する妖狐！バレても透明化で逃げ回れ！！！【ゆっくり実況】,48,2444,0,7,5,20,1036,53505,4438,217
Xh0PQb7RtN8,【#4】EIKOがバイオハザード1ジル編を生配信！【ゲーム実況】,32,558,0,14,4,20,7401,295257,4937,158
D8jiZGsuzVM,コーチング中、1人フランス語の勉強に勤しむ葛葉【にじさんじ/切り抜き/葛葉/k4sen/天帝フォルテ/ゆきお/ゆーじお/とおこ/グラニット/LTK2】,75,676,0,21,4,20,963,89649,1015,37
AJRLLB0RNL4,【前人未到シリーズ】加藤純一のマインクラフトダイジェスト【2025/09/07前編】,42,987,4,15,4,20,4785,140486,1309,185
l6GpKcUQ9l8,【太鼓の達人】 達人3曲目開けるぞ！ 段位道場2025 初日攻略配信,34,541,1,23,4,20,6790,75028,728,10
lACcfO1odWI,今回の動画からお前が得るべき教訓は...コラボを見たら詐欺師と思えということだ【化物語ガチャ】【モンスト】,53,382,10,5,5,20,1100,70090,1258,267
70796knfRMM,ニンテンドーダイレクト 2025.9.12で衝撃を受けたニュースまとめ,35,1228,10,22,4,20,1303,156221,1752,425
Rl6yf3LV3NI,世界中で大流行している幼稚園が舞台のホラーゲーム『ガーテンオブバンバン 8 & 0 』,43,890,14,10,3,20,13516,992710,27591,2373
AeLDfcMEVqI,AIが書いたイラストでBINGOってできるの？【マインクラフト】,32,1208,18,8,4,20,1559,337775,16735,1107
1Qj9uHfMDhc,VALORANT Champions Paris — Group Stage Day 1,44,966,2,18,4,20,22229,280620,2785,9
V_MkBgtcK10,【雑談】3連休きた！！！道塞ぐ危険ドライバー捕まえろや警察#shorts,36,277,45,5,5,20,4296,245950,585,0
xmu0qHzEhaY,【超浪費家の実態】年収2000万円⁉なのに毎月全額使ってしまう47歳資産0円の生活,41,2055,4,10,1,26,2576,104014,2272,245
alFPMS56Jtc,"new furniture, apartment updates & productive days | homebody diaries",69,735,15,12,2,22,1218,63448,1953,104
NhgCfvN84RE,⚠️警告⚠️ 地震の裏に潜む世界の闇もう他人事ではない‼️,29,1315,0,8,6,24,416,48264,0,341
NYmbL5cel-g,【ジャーナリング完全ガイド】書くだけで変わる！効果的なやり方とNG行動,35,2232,73,9,4,22,959,42192,1951,0
CDOSi53b_jQ,"1人暮らし部屋のアップデート/AM6時に起きて長い1日を満喫,アサイーボウル作り,ソロピクニック,親子飲み🍺 Vlog",59,874,0,10,4,22,731,11886,269,38
QgomVG_apVM,Riding a Level 4 Self-Driving Waymo X Jaguar: Full AI Experience | Gobinath #shorts,83,2071,15,13,1,22,161,1083194,12576,114
Pgruye15D_Q,First Defender 130x v8 2025  Full Review | Ankit Baiyanpuria,60,0,0,11,6,17,687,315340,11718,494
MQoColHyGzQ,"Saiyaara Full Song | Ahaan Panday, Aneet Padda | Tanishk Bagchi, Faheem A, Arslan N | Irshad Kamil",98,3399,25,7,4,10,344,9603803,104304,3812
asG7cwxi1sA,"Saiyaara Reprise - Female | Full Song | Ahaan, Aneet | Tanishk, Faheem, Arslan | Shreya | Irshad",96,3393,24,5,3,10,184,3919542,85406,2848
KQp_7QVTK58,Trance of OMI - #TheyCallHimOG | Pawan Kalyan | Emraan Hashmi | Sujeeth | Thaman S | DVV Danayya,96,2587,16,13,3,10,174,3263332,242668,5710
4Bsc2uI_LsM,"Oorum Blood | Dude | Pradeep Ranganathan, Mamitha | Sai Abhyankkar| Keerthiswaran|Paal Dabba| Mythri",100,4077,24,12,3,10,269,20090062,255496,11758
nq2i2VyrF2c,"Baaghi 4: Marjaana (Lyrics) | Tiger Shroff, Harnaaz, Sanjay D, Sonam B | B Praak, Siddhaant, Sameer",99,1535,25,5,6,10,338,5249413,105623,1885
dNkxyOnHOug,Salt & England Smash Records | ENG vs SA | 2nd T20I | Highlights | South Africa Tour Of England 2025,100,1191,22,22,4,24,1240,2162273,54385,1762
v7Me2Po5Kpg,Whose ball was THAT?! 😅,23,1376,16,12,5,17,32,26122785,464344,1593
cYaHc4wzb84,Distance Cricket Challenge 🏏,28,571,7,7,6,17,84,7099967,275893,892
MF9eMbFXiQg,Can You Guess The Player? 💦⚽️,29,9,0,15,4,17,25,9090351,125578,392
jLehJOwFTco,Bat-Signing Moment with Virat Kohli - Rinku Singh | Raj Shamani #shorts,71,1253,20,16,1,22,62,1594685,65512,69
G7ldAOW9uj8,A Five-Over Thriller | ENG vs SA | 1st T20I | Highlights | South Africa Tour Of England 2025,92,718,21,22,2,17,844,1496057,24889,411
2jdPFN0S0V8,DOMINIK MYSTERIO IS THE AAA MEGA CHAMPION‼️‼️,45,1673,23,4,5,17,43,500086,12813,157
iy2Bslh_EoI,IND vs UAE Asia Cup 2025: यूएई गेंदबाज Simranjeet Singh ने बताया क्यों भारत छोड़ दूसरे देश से खेले,98,1343,27,13,2,17,62,598066,14491,50
dbM6h0FlpqA,Is Indian Cricket Team's Jersey Jinxed ? 🤯💵 | Kuldeep Singhaniaa #shorts,72,0,0,12,5,22,68,6967596,237904,2929
Q404AdZ43FY,India vs Pakistan मे खाली रहेगा Dubai का stadium? | Asia Cup | @RJRaunac​,73,1353,23,3,5,24,259,350317,19799,6212
BEq7GlcS7kQ,Delhi Premier League 2025: Rana vs Rathi Tensions Ignite on the Field,69,79,0,9,5,17,83,5285162,173268,1504
2n8gdRqORo4,Asia Cup 2025: India vs Pakistan मैच को रद्द करने की याचिका पर Supreme Court क्या बोला? #short,94,0,0,15,3,25,60,1049887,41859,2608
Dcb1rCGO3xw,Asia Cup 2025: IND beats UAE by 9 wickets within 4.3 overs !,60,563,4,18,2,24,335,628707,20405,875
E0z4fL3FJ1M,Naveen Kumar Injury | Manpreet Singh Speaks | PKL Season 12 | #Shorts,69,84,0,17,0,17,33,1363171,49563,146
UcU67xgPkbc,"Rinku Singh Podcast : Asia Cup, Struggles, Love, Virat Kohli & MSD | FO406 Raj Shamani",86,4858,32,15,1,22,7151,728836,22949,1830
4nlWxDnaBUc,Can India Defend Their Asia Cup Title? #Aakashvani,50,0,0,3,0,17,107,959739,53553,610
38OyrX2lVTk,How Baseballs Are Made 🤔,24,0,0,12,0,19,36,19621563,812677,4390
RVsIkgXUwSc,Yikes 😭 (via louie_lends/IG),28,297,2,1,3,17,11,13342614,379810,6080
82JtHJ2oL7E,🚨 BETWAY SA20 SEASON 4 AUCTION | LIVE STREAM 🚨,46,668,31,19,1,17,26321,253230,4646,36
7O8jGE01IV0,Asia Cup 2025 को लेकर देखिए कैसे Australia खिलाड़ियों ने करी भविष्यवाणी इस टीम को बताया विजेता,93,1080,0,17,4,17,376,40881,355,18
hGhbSX_6wMQ,Empty Seats at Asia Cup 2025: What’s Behind the Disengagement?| Sports Tak,74,2553,26,2,4,17,263,204307,3788,1145
u5EGFeW-KdE,India Cruise Past UAE! | Dewald Brevis SA20’s Costliest Buy! | RR CEO Quits! What's Happening in RR?,100,448,19,7,3,17,1335,98668,3671,283
egbNnk9iS8M,టీమ్‌కు అవసరమున్న ప్రతీసారీ పాయింట్స్ ఎలా సాధించాలో విజయ్ మాలిక్‌కు బాగా తెలుసు! 🔥| #PKL12,90,188,1,3,6,17,97,242476,7851,11
zB78DEty_U8,Coaches Anup Kumar & Ajay Thakur relieve their early days of glory before they faceoff as rivals,96,634,0,14,0,17,93,272616,14936,38
r5LNB750wTM,FINALLY I ESCAPED THE PRISON,28,1136,13,15,4,20,3689,2957208,161424,8541
AxXFi5Vmbyw,[HINDI] 2025 OnePlus Android BGMS Season 4 | Grand Finals - Day 1,65,1071,15,15,4,20,14027,3184012,114124,658
